"Ano","Data","Autor","Título","Instituição","Ano Corrigido","Data Corrigida","Nome Corrigido","Título Corrigido","Instituição Corrigida","URL","Status","Note"
2016,18/02/16,"Edison Garreta De Andrade","Criptografia com curvas elípticas","UFPA",2016,18/02/16,"Edison Garreta de Andrade","Criptografia com curvas elípticas","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2394&id2=94392",,
2016,11/03/16,"Kleber Alexandre Cavalcante Da Silva","O uso das aulas de educação física como laboratório de matemática","UFPA",2016,11/03/16,"Kleber Alexandre Cavalcante da Silva","O uso das aulas de educação física como laboratório de Matemática","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2395&id2=94870",,
2016,25/02/16,"Aralan Gessé Ribeiro De Jesus","Pitágoras: estendendo a dimensão do teorema","UFSC",2016,25/02/16,"Aralan Gessé Ribeiro de Jesus","Pitágoras: estendendo a dimensão do teorema","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2396&id2=94175",,
2016,29/02/16,"Anderson Luis Da Silva Batista","Utilizando o software geogebra na elaboração de atividades para estudar sólidos geométricos no ensino fundamental","UFPA",2016,29/02/16,"Anderson Luís da Silva Batista","Utilizando o software GeoGebra na elaboração de atividades para estudar sólidos geométricos no Ensino Fundamental","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2397&id2=94118",,
2016,15/02/16,"Silvia Xavier Saraiva Araújo","Uma introdução ao estudo de derivadas no ensino médio.","UFERSA",2016,15/02/16,"Sílvia Xavier Saraiva Araújo","Uma introdução ao estudo de derivadas no Ensino Médio","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2398&id2=95648",,
2016,04/03/16,"Silvanildo Cezar Nascimento De Oliveira","Usando temas transversais para o ensino de regra de três simples","UFPA",2016,04/03/16,"Silvanildo Cezar Nascimento de Oliveira","Usando temas transversais para o ensino de regra de três simples","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2399&id2=95363",,
2013,15/03/13,"Jaqueline Molon","Cálculo no ensino médio: uma abordagem  possível e necessária com auxílio do  software geogebra","UFSM",2013,15/03/13,"Jaqueline Molon","Cálculo no Ensino Médio: uma abordagem possível e necessária com auxílio do software GeoGebra","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=24&id2=32138",,
2013,15/04/13,"Simone Regina Dos Reis","Matemática financeira na perspectiva da educação matemática crítica","UFSM",2013,15/04/13,"Simone Regina dos Reis","Matemática financeira na perspectiva da educação matemática crítica","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=240&id2=33254",,
2016,09/03/16,"Izonete De Lima Ferreira","Matemática financeira: uma abordagem contextualizada para o ensino médio","UFPA",2016,09/03/16,"Izonete de Lima Ferreira","Matemática financeira: uma abordagem contextualizada para o Ensino Médio","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2400&id2=94695",,
2016,28/03/16,"Braldo Silveira Brito","O problema da ducplicação do  cubo","UFPA",2016,28/03/16,"Braldo Silveira Brito","O problema da duplicação do cubo","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2401&id2=94201",,
2016,07/03/16,"Claudio Xavier Mendes Dos Santos","Circuitos resistivos autossimilares","USP",2016,07/03/16,"Cláudio Xavier Mendes dos Santos","Circuitos resistivos autossimilares","USP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2402&id2=75068",,
2016,29/02/16,"Eduardo De Melo Beltrão","Acelerando a convergência da série de taylor de funções elementares: um método baseado em frações contínuas","UFRPE",2016,29/02/16,"Eduardo de Melo Beltrão","Acelerando a convergência da série de Taylor de funções elementares: um método baseado em frações contínuas","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2403&id2=95700",,
2016,18/03/16,"Gilmar De Paula Matta","A matemática financeira no ensino médio e suas aplicações no cotidiano","UFRRJ",2016,18/03/16,"Gilmar de Paula Matta","A Matemática financeira no Ensino Médio e suas aplicações no cotidiano","UFRRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2404&id2=94599",,
2016,03/03/16,"Fabio Henrique Teixeira De Souza","Aproximação polinomial de funções","IMPA",2016,03/03/16,"Fábio Henrique Teixeira de Souza","Aproximação polinomial de funções","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2405&id2=94497",,
2016,02/03/16,"Bruno César Sá Da Silva","Emparelhamento em grafos bipartidos no ensino médio","IMPA",2016,02/03/16,"Bruno César Sá da Silva","Emparelhamento em grafos bipartidos no Ensino Médio","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2406&id2=94207",,
2016,02/03/16,"Emidio De Oliveira Saraiva Junior","Astrolábio: cálculo da latitude com o sol e a tabela de declinação ou com a estrela polar","IMPA",2016,02/03/16,"Emidio de Oliveira Saraiva Jr","Astrolábio: cálculo da latitude com o sol e a tabela de declinação ou com a estrela polar","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2407&id2=94444",,
2016,26/02/16,"Antonio Marcus Dias Moreira","Técnicas de tabuleiro em problemas olímpicos","IMPA",2016,26/02/16,"Antônio Marcus Dias Moreira","Técnicas de tabuleiro em problemas olímpicos","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2408&id2=73404",,"Antonio Marcus Dias Moreira, Pedro Paulo Cavalcante e Rafael Alberto da Silva Ribeiro defenderam uma dissertação com o mesmo título."
2016,22/02/16,"Fabiano Alberton De Alencar Nogueira","Ensaio sobre o ensino da matemática financeira no brasil","IMPA",2016,22/02/16,"Fabiano Alberton de Alencar Nogueira","Ensaio sobre o ensino da Matemática financeira no Brasil","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2409&id2=78214",,
2013,15/04/13,"Márcia Erodina Dias De Souza","Uma proposta de abordagem ao problema de flávio josefo aplicada ao ensino médio3","UFSM",2013,15/04/13,"Márcia Erodina Dias de Souza","Uma proposta de abordagem ao problema de Flávio Josefo aplicada ao Ensino Médio","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=241&id2=43261",,
2016,22/02/16,"Felipe De Carvalho Barros","Pavimentações do plano: propostas lúdicas de aula. trabalhando com ângulos internos, simetrias, isometrias, obras de artes e mediatrizes","IMPA",2016,22/02/16,"Felipe de Carvalho Barros","Pavimentações do plano: propostas lúdicas de aula. Trabalhando com ângulos internos, simetrias, isometrias, obras de artes e mediatrizes","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2410&id2=78494",,
2016,26/02/16,"Rafael Alberto Da Silva Ribeiro","Técnicas de tabuleiro em problemas olímpicos","IMPA",2016,26/02/16,"Rafael Alberto da Silva Ribeiro","Técnicas de tabuleiro em problemas olímpicos","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2411&id2=88994",,"Antonio Marcus Dias Moreira, Pedro Paulo Cavalcante e Rafael Alberto da Silva Ribeiro defenderam uma dissertação com o mesmo título."
2015,16/12/15,"Marcelo Dos Reis Carrion","A razão áurea e a sequência de fibonacci como recursos de aprendizagem de sequências numéricas – pa e pg – no ensino médio.","UNESP",2015,16/12/15,"Marcelo dos Reis Carrion","A razão áurea e a sequência de Fibonacci como recursos de aprendizagem de sequências numéricas – PA e PG – no Ensino Médio","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2412&id2=85396",,
2015,16/12/15,"Luciana Cristina Negri Mirandola","O uso de jogos no ensino de frações","UNESP",2015,16/12/15,"Luciana Cristina Negri Mirandola","O uso de jogos no ensino de frações","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2413&id2=84432",,
2016,09/03/16,"Sergio Henrique Furtado Furtado","Belém 400 anos: uma aplicação das principais relações trigonométricas do triângulo na cidade das mangueiras","UFPA",2016,09/03/16,"Sérgio Henrique Furtado Furtado","Belém 400 anos: uma aplicação das principais relações trigonométricas do triângulo na cidade das mangueiras","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2414&id2=95349",,
2016,29/02/16,"Abraão Vieira De Lima","Uma abordagem numérica da lei de resfriamento de newton","UFPA",2016,29/02/16,"Abraão Vieira de Lima","Uma abordagem numérica da lei de resfriamento de Newton","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2415&id2=94006",,
2016,09/03/16,"Jhonatan Da Silva Lima","Belém 400 anos: aplicações das relações métricas do triângulo retângulo e lei dos cossenos na cidade das mangueiras","UFPA",2016,09/03/16,"Jhonatan da Silva Lima","Belém 400 anos: aplicações das relações métricas do triângulo retângulo e lei dos cossenos na cidade das mangueiras","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2416&id2=94736",,
2016,24/02/16,"Alexander Pinto Pereira","Frações contínuas, representações de números reais e aproximação de números reais por números racionais","IMPA",2016,24/02/16,"Alexander Pinto Pereira","Frações contínuas, representações de números reais e aproximação de números reais por números racionais","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2417&id2=71869",,
2016,15/01/16,"Lorena Oss De Sousa","Sistemas de numeração e aplicações","UESC",2016,15/01/16,"Lorena Oss de Sousa","Sistemas de numeração e aplicações","UESC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2418&id2=150110167",,
2016,26/02/16,"Claudio D'Alessandro Salvado","Teorema fundamental da álgebra: ferramentas para demonstrar para alunos do ensino médio","IMPA",2016,26/02/16,"Cláudio D'Alessandro Salvado","Teorema fundamental da álgebra: ferramentas para demonstrar para alunos do Ensino Médio","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2419&id2=74997",,
2013,15/04/13,"Tárcius Alievi Pinheiro","Soluções não clássicas para problemas da obmep","UFSM",2013,15/04/13,"Tárcius Alievi Pinheiro","Soluções não clássicas para problemas da OBMEP","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=242&id2=32225",,
2016,26/02/16,"Pedro Paulo Cavalcante","Técnicas de tabuleiro em problemas olímpicos","IMPA",2016,26/02/16,"Pedro Paulo Cavalcante","Técnicas de tabuleiro em problemas olímpicos","IMPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2420&id2=88853",,"Antonio Marcus Dias Moreira, Pedro Paulo Cavalcante e Rafael Alberto da Silva Ribeiro defenderam uma dissertação com o mesmo título."
2016,01/04/16,"Rogério Sena","Noções de cálculo i no ensino médio: aplicabilidade em diversas áreas do conhecimento","UFPA",2016,01/04/16,"Rogério Sena","Noções de Cálculo I no Ensino Médio: aplicabilidade em diversas áreas do conhecimento","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2421&id2=95295",,
2016,29/03/16,"João Marcos Ribeiro Martins","Estudo da solução numérica de equações não lineares","UFERSA",2016,29/03/16,"João Marcos Ribeiro Martins","Estudo da solução numérica de equações não lineares","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2422&id2=94744",,
2015,15/12/15,"Luciana Mota Cerqueira","Aritmética modular nos códigos de barras","UFRB",2015,15/12/15,"Luciana Mota Cerqueira","Aritmética modular nos códigos de barras","UFRB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2423&id2=84479",,
2016,29/01/16,"Marinaldo Zago","Aplicação da modelagem matemática no estudo de funções: uma proposta de atividade para as escolas de tempo integral (eti)","UNESP",2016,29/01/16,"Marinaldo Zago","Aplicação da modelagem matemática no estudo de funções: uma proposta de atividade para as Escolas de Tempo Integral (ETI)","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2424&id2=86916",,
2016,22/01/16,"Hugo Tadeu Delatorre","Aplicações das cadeias de markov no ensino médio","UNESP",2016,22/01/16,"Hugo Tadeu Delatorre","Aplicações das cadeias de Markov no Ensino Médio","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2425&id2=80478",,
2016,19/01/16,"Tiago Grajanin De Souza","Metodologia para seleção e implantação das tecnologias da informação e comunicação no ensino da educação básica","UNESP",2016,19/01/16,"Tiago Grajanin de Souza","Metodologia para seleção e implantação das tecnologias da informação e comunicação no ensino da Educação Básica","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2426&id2=92287",,
2015,27/10/15,"Bruno Eduardo Pereira","Números complexos: conceitos e aplicações","UFMS",2015,27/10/15,"Bruno Eduardo Pereira","Números complexos: conceitos e aplicações","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2427&id2=73937",,
2016,29/01/16,"Aline Claro De Freitas","Origami: o uso como instrumento alternativo no ensino da geometria","UNESP",2016,29/01/16,"Aline Claro de Freitas","Origami: o uso como instrumento alternativo no ensino da geometria","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2428&id2=72065",,
2016,22/01/16,"Silvio Ronaldo Dos Santos","A matemática financeira e a estatística como ferramentas para uma gestão financeira consciente","UNESP",2016,22/01/16,"Sílvio Ronaldo dos Santos","A Matemática financeira e a estatística como ferramentas para uma gestão financeira consciente","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2429&id2=91572",,
2013,15/04/13,"Renata Magarinus","Uma proposta para o ensino de funções através da utilização de objetos de aprendizagem","UFSM",2013,15/04/13,"Renata Magarinus","Uma proposta para o ensino de funções através da utilização de objetos de aprendizagem","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=243&id2=37811",,
2016,14/01/16,"Willians Freire Pires","O jogo de escopa adaptado para o uso em sala de aula","UNESP",2016,14/01/16,"Willians Freire Pires","O jogo de escopa adaptado para o uso em sala de aula","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2430&id2=93432",,
2015,27/10/15,"Diego Saochine Alves","Os teoremas esquecidos pelos professores de geometria plana do ensino médio","UFMS",2015,27/10/15,"Diego Saochine Alves","Os teoremas esquecidos pelos professores de geometria plana do Ensino Médio","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2431&id2=76200",,
2016,14/01/16,"Rosangela Dos Santos Belo","Aprendendo por meio de experiências com situações problema","UNESP",2016,14/01/16,"Rosangela dos Santos Belo","Aprendendo por meio de experiências com situações problema","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2432&id2=90531",,
2015,28/09/15,"Dirceu Aparecido Borges","Problemas estequiométricos em química: uma questão de proporcionalidade","UFMS",2015,28/09/15,"Dirceu Aparecido Borges","Problemas estequiométricos em Química: uma questão de proporcionalidade","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2433&id2=76304",,
2016,29/01/16,"Cristiane Barcella Silva","Introdução a álgebra no ensino fundamental – o “x” da questão","UNESP",2016,29/01/16,"Cristiane Barcella Silva","Introdução a álgebra no Ensino Fundamental – o “\(x\)” da questão","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2434&id2=75361",,
2015,30/09/15,"Danilo Pedro Langoni","A formação continuada e o uso das frações voltadas para a construção do conhecimento","UFMS",2015,30/09/15,"Danilo Pedro Langoni","A formação continuada e o uso das frações voltadas para a construção do conhecimento","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2435&id2=75776",,
2015,26/02/15,"Edilson De Moura","Fractais gerados por sistemas de funções iteradas","UFMS",2015,26/02/15,"Edílson de Moura","Fractais gerados por sistemas de funções iteradas","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2436&id2=76581",,
2015,29/09/15,"Elton Da Silva Paiva Valiente","Aplicações de sistemas lineares e determinantes na engenharia civil","UFMS",2015,29/09/15,"Elton da Silva Paiva Valiente","Aplicações de sistemas lineares e determinantes na engenharia civil","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2437&id2=77513",,
2015,28/08/15,"Elton Fernandes Barbosa","Sequências aplicáveis para o ensino médio","UFMS",2015,28/08/15,"Elton Fernandes Barbosa","Sequências aplicáveis para o Ensino Médio","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2438&id2=77518",,
2015,29/09/15,"Marcos Rodrigo Da Silva Delfino","O ensino da trigonometria via geogebra e aplicações","UFMS",2015,29/09/15,"Marcos Rodrigo da Silva Delfino","O ensino da trigonometria via GeoGebra e aplicações","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2439&id2=86045",,
2013,12/03/13,"Ligia Bittencourt Ferraz De Camargo","Sistemas de equações polinomiais e coloração de mapas.","UEM",2013,12/03/13,"Ligia Bittencourt Ferraz de Camargo","Sistemas de equações polinomiais e coloração de mapas","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=244&id2=49617",,
2015,29/10/15,"Mônica Martins","Equações algébricas","UFMS",2015,29/10/15,"Mônica Martins","Equações algébricas","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2440&id2=87653",,
2015,29/10/15,"Nivaldo Alves De Souza Marques","Fatoração de inteiros","UFMS",2015,29/10/15,"Nivaldo Alves de Souza Marques","Fatoração de inteiros","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2441&id2=88095",,
2015,28/09/15,"Roberto Luís Dambros","Software interativo para o ensino de análise combinatória","UFMS",2015,28/09/15,"Roberto Luís Dambros","Software interativo para o ensino de análise combinatória","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2442&id2=89963",,
2015,30/09/15,"Rodolfo Santos Silva","O uso de jogos lúdicos como recurso facilitador de aprendizagem matemática","UFMS",2015,30/09/15,"Rodolfo Santos Silva","O uso de jogos lúdicos como recurso facilitador de aprendizagem matemática","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2443&id2=90062",,
2015,28/08/15,"Everton Melo De Oliveira","Fatoração de polinômios","UFMS",2015,28/08/15,"Everton Melo de Oliveira","Fatoração de polinômios","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2444&id2=78099",,
2015,09/07/15,"Anderson Goulart De Araujo","""uma proposta pedagógica para o ensino de construções geométricas no ensino fundamental""","UFF",2015,09/07/15,"Anderson Goulart de Araújo","Uma proposta pedagógica para o ensino de construções geométricas no Ensino Fundamental","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2446&id2=72670",,
2015,22/10/15,"Davi Pereira Fortes Araujo","""volumes de sólidos de revolução no ensino médio: uma abordagem dinâmica e intuitiva a partir das ideias do cálculo""","UFF",2015,22/10/15,"Davi Pereira Fortes Araújo","Volumes de sólidos de revolução no Ensino Médio: uma abordagem dinâmica e intuitiva a partir das ideias do cálculo","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2447&id2=75839",,
2015,17/12/15,"Edilson Jose Curvello Machado","""explorando invariantes geométricos com o geogebra: uma seleção para a sala de aula""","UFF",2015,17/12/15,"Edílson José Curvello Machado","Explorando invariantes geométricos com o GeoGebra: uma seleção para a sala de aula","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2448&id2=76574",,
2015,08/10/15,"Jorge Ricardo Muniz Kwasinski","""aplicações das transformações geométricas no ensino médio""","UFF",2015,08/10/15,"Jorge Ricardo Muniz Kwasinski","Aplicações das transformações geométricas no Ensino Médio","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2449&id2=82121",,
2013,15/02/13,"Willy Alves De Oliveira Soler","Números complexos: ensino e aplicações","UFMS",2013,15/02/13,"Willy Alves de Oliveira","Números complexos: ensino e aplicações","UFMS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=245&id2=27879",,
2016,12/01/16,"Acacio Pedro Da Silva Junior","Aplicações do triângulo de pascal à poligenia: um polinômio que determina a frequência dos genótipos","UEM",2016,12/01/16,"Acacio Pedro da Silva Jr","Aplicações do triângulo de Pascal à poligenia: um polinômio que determina a frequência dos genótipos","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2450&id2=94007",,
2016,13/01/16,"Gilberto Aparecido Tenani","Criptografia clássica, matrizes e tecnologia","UEM",2016,13/01/16,"Gilberto Aparecido Tenani","Criptografia clássica, matrizes e tecnologia","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2451&id2=94590",,
2016,13/01/16,"João Alessandro Da Luz","Avaliação de usabilidade e aprendizagem com o geogebra no ensino da matemática","UEM",2016,13/01/16,"João Alessandro da Luz","Avaliação de usabilidade e aprendizagem com o GeoGebra no ensino da Matemática","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2452&id2=150610321",,
2016,12/01/16,"Marco Tadeu Gonçalves","Cálculo de áreas via projeção equivalente de lambert","UEM",2016,12/01/16,"Marco Tadeu Gonçalves","Cálculo de áreas via projeção equivalente de Lambert","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2453&id2=95013",,
2016,26/02/16,"Adriana Carvalho Rosa","Uma introdução à problemas de otimização utilizando o método da seção áurea e algoritmos genéticos","UFCAT",2016,26/02/16,"Adriana Carvalho Rosa","Uma introdução à problemas de otimização utilizando o método da seção áurea e algoritmos genéticos","UFCAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2454&id2=71290",,
2016,01/04/16,"Flávio Martins Machado","Noções de cálculo i no ensino médio: uma proposta de intervenção curricular","UFPA",2016,01/04/16,"Flávio Martins Machado","Noções de Cálculo I no Ensino Médio: uma proposta de intervenção curricular","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2455&id2=95616",,
2015,06/05/15,"José Augusto Da Silva Marques","""equações do terceiro grau: uma proposta para o ensino de álgebra na educação básica""","UFF",2015,06/05/15,"José Augusto da Silva Marques","Equações do terceiro grau: uma proposta para o ensino de álgebra na Educação Básica","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2456&id2=811",,
2015,09/07/15,"Leonardo De Oliveira Muniz","""noções de matemática financeira no ensino médio""","UFF",2015,09/07/15,"Leonardo de Oliveira Muniz","Noções de Matemática financeira no Ensino Médio","UFF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2457&id2=83996",,
2016,18/03/16,"Jose Benicio Dos Anjos Franca","Uso de programação no ensino das transformações geométricas no plano","UFBA",2016,18/03/16,"José Benício dos Anjos Franca","Uso de programação no ensino das transformações geométricas no plano","UFBA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2458&id2=82265",,
2016,23/02/16,"Osmar Crócoli","Programação linear: uma abordagem para o ensino médio.","UEM",2016,23/02/16,"Osmar Crócoli","Programação linear: uma abordagem para o Ensino Médio","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2459&id2=95134",,
2013,11/04/13,"João Carlos Cataldo","Teorema do hexágono de pascal","UNIRIO",2013,11/04/13,"João Carlos Cataldo","Teorema do hexágono de Pascal","UNIRIO","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=246&id2=44788",,
2016,05/02/16,"Wellen Eder Pedrochi","Teorema de euler para poliedros não convexos.","UEM",2016,05/02/16,"Wellen Eder Pedrochi","Teorema de Euler para poliedros não convexos","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2460&id2=95476",,
2016,18/03/16,"Denis Dos Santos Aquino","O ensino de matemática com auxílio de aplicações práticas dos conteúdos","UFPA",2016,18/03/16,"Denis dos Santos Aquino","O ensino de Matemática com auxílio de aplicações práticas dos conteúdos","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2461&id2=94354",,
2016,08/04/16,"Árison André Rocha De Oliveira","Modelagem computacional do problema de condução de calor","UFPA",2016,08/04/16,"Árison André Rocha de Oliveira","Modelagem computacional do problema de condução de calor","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2462&id2=94184",,
2016,13/04/16,"Márcio Rodrigo Da Rocha Pinheiro","A utilização de conceitos vetoriais no ensino da geometria elementar","UFPA",2016,13/04/16,"Márcio Rodrigo da Rocha Pinheiro","A utilização de conceitos vetoriais no ensino da geometria elementar","UFPA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2463&id2=95005",,
2016,22/02/16,"Israel Cardoso","Análise da precipitação mensal provável para a fazenda esmeril - patrocínio mg","UFTM",2016,22/02/16,"Israel Cardoso","Análise da precipitação mensal provável para a fazenda Esmeril – Patrocínio – MG","UFTM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2464&id2=94683",,
2016,11/03/16,"Denis De Sousa Melo","Uma reflexão sobre o ensino de geometria e a arte das dobraduras como ferramenta de ensino","UFPI",2016,11/03/16,"Denis de Sousa Melo","Uma reflexão sobre o ensino de geometria e a arte das dobraduras como ferramenta de ensino","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2465&id2=94353",,
2016,23/03/16,"Eliane Santos Alves","Proposta de implantação do 1º laboratório de ensino de matemática na rede municipal de porto seguro","UESC",2016,23/03/16,"Eliane Santos Alves","Proposta de implantação do 1º laboratório de ensino de Matemática na rede municipal de porto seguro","UESC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2466&id2=94423",,
2016,10/03/16,"Kécia Alves De Melo E Silva","Uma proposta de abordagem dos conteúdos de sequências e séries no ensino médio.","UFPI",2016,10/03/16,"Kécia Alves de Melo e Silva","Uma proposta de abordagem dos conteúdos de sequências e séries no Ensino Médio","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2467&id2=94864",,
2015,08/05/15,"André Luis Novaes","Geometria analítica e vetores: uma proposta para a melhoria do ensino de geometria espacial.","UNICAMP",2015,08/05/15,"André Luís Novaes","Geometria analítica e vetores: uma proposta para a melhoria do ensino de geometria espacial","UNICAMP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2468&id2=53914",,
2015,19/06/15,"Antonio Marcos Gabetta Junior","Aproximação de funções por interpolação:  método de lagrange","UNICAMP",2015,19/06/15,"Antônio Marcos Gabetta Jr","Aproximação de funções por interpolação: método de Lagrange","UNICAMP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2469&id2=73393",,
2013,11/04/13,"João Jorge Fernandes Chaves","Teorema de pappus","UNIRIO",2013,11/04/13,"João Jorge Fernandes Chaves","Teorema de Pappus","UNIRIO","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=247&id2=30027",,
2015,08/05/15,"José Maria Rodrigues","Geometria analítica com enfoque vetorial no ensino médio","UNICAMP",2015,08/05/15,"José Maria Rodrigues","Geometria analítica com enfoque vetorial no Ensino Médio","UNICAMP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2470&id2=846",,
2016,04/02/16,"Daniel Petravicius","Estudo da função zeta de riemann  e dos números primos","UNICAMP",2016,04/02/16,"Daniel Petravicius","Estudo da função zeta de Riemann e dos números primos","UNICAMP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2471&id2=75650",,
2016,29/03/16,"Francisco Cleuton De Araujo","Estudo dos métodos diretos e iterativos para solução do sistema de equações lineares ax = b","UFERSA",2016,29/03/16,"Francisco Cleuton de Araújo","Estudo dos métodos diretos e iterativos para solução do sistema de equações lineares \(ax=b\)","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2472&id2=150250813",,
2016,10/03/16,"Leonardo Dias De Novaes","Proposta de atividades para o desenvolvimento do raciocínio lógico utilizando o sudoku","UESB",2016,10/03/16,"Leonardo Dias de Novaes","Proposta de atividades para o desenvolvimento do raciocínio lógico utilizando o Sudoku","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2473&id2=84001",,
2016,01/04/16,"Simone Venturi","Transformada z","UTFPR",2016,01/04/16,"Simone Venturi","Transformada \(Z\)","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=2474&id2=95370",,
